date,company,code,P/N,title,news,nextclose,lastclose,timeseriesforecast,timeserieslower,timeseriesupper,groundtruth01,timeseries01
2016-03-22,姚记扑克,2605,1,姚记扑克：拟以2.55亿元对价收购万盛达扑克85%股权,姚记扑克：拟以2.55亿元对价收购万盛达扑克85%股权,15.4846,15.4846,15.301180803276345,14.32557119441301,16.27679041213968,1.0,0.0
2016-03-22,姚记扑克,2605,1,姚记扑克：拟与电魂创投共同设立上海跳刀公司涉足游戏研发,姚记扑克：拟与电魂创投共同设立上海跳刀公司涉足游戏研发,15.4846,15.4846,15.301180803276345,14.32557119441301,16.27679041213968,1.0,0.0
2016-03-24,龙元建设,600491,1,龙元建设中标宁波“三路一桥”PPP项目,"中证网讯 （600491） 3月23日晚间发布公告，公司近日收到宁波市住房和城乡建设委员会签发的《宁波市公共资源交易平台中标通知书》。根据该通知书，公司被确定为“三路一桥”PPP项目东外环路快速化改造工程中标人。中标项目名称：“三路一桥”PPP项目东外环路快速化改造工程；中标范围：项目的投融资、建设、运营维护和移交等。 中标价：工程费用为731,756,620元，即柒亿叁仟壹佰柒拾伍万陆仟陆佰贰拾元整；年运营维护费（不包括大中修、移交前恢复性检修费用）为人民币15,000,000元， 即人民币壹仟伍佰万元整。 特许经营期：11年，包括建设期和运营期。建设期为3年，自PPP项目协议生效日起至综合验收通过之日止；运营期为8年，自综合验收通过次日起；运营期满次日为移交日。公司表示，中标对公司的影响 本项目的中标有利于公司在PPP领域进一步积累项目经验，提升PPP业务市场竞争力，有利于进一步抓住市场机遇开拓PPP项目，推动公司业务的战略升级，对公司起到积极作用。",6.4308,6.5583,6.538386784762928,6.134125366008294,6.942648203517561,0.0,0.0
2016-03-24,龙韵股份,603729,0,龙韵股份股东上海领锐拟减持至多250万股,中国证券网讯（记者 严政）龙韵股份3月23日晚间公告称，公司股东上海领锐创业投资有限公司（简称“上海领锐”）披露减持计划，其出于资金需要，拟在自公告之日起三个交易日后至6月30日期间，累计减持公司股份不超过250万股，即不超过公司总股本的3.75%。公告显示，目前上海领锐持有公司股份250万股，占公司总股本的3.75%，其不属于公司的控股股东、实际控制人，本次减持不违反上海领锐所做出的任何减持承诺。,49.6231,51.5076,50.917836044783364,46.351039508348634,55.48463258121807,0.0,0.0
2016-03-24,龙韵股份,603729,0,上海领锐拟减持龙韵股份不超250万股,上海领锐拟减持龙韵股份不超250万股,49.6231,51.5076,50.917836044783364,46.351039508348634,55.48463258121807,0.0,0.0
2016-03-24,掌趣科技,300315,0,掌趣科技股东叶颖涛减持1000万股,中国证券网讯（记者 陈天弋）3月23日晚间公告，公司持股5%以上股东叶颖涛，于3月22日通过深圳证券交易所大宗交易系统减持掌趣科技1000万股，占公司总股本的0.36%。本次权益变动后，叶颖涛仍然是持有公司5％以上股份的股东。,11.7924,12.4183,12.223451273643088,11.419153315740427,13.027749231545748,0.0,0.0
2016-03-24,掌趣科技,300315,0,掌趣科技遭股东大宗交易减持1000万股,掌趣科技遭股东大宗交易减持1000万股,11.7924,12.4183,12.223451273643088,11.419153315740427,13.027749231545748,0.0,0.0
2016-03-24,龙元建设,600491,1,龙元建设：中标宁波“三路一桥”PPP项目,龙元建设：中标宁波“三路一桥”PPP项目,6.4308,6.5583,6.538386784762928,6.134125366008294,6.942648203517561,0.0,0.0
2016-03-24,龙建股份,600853,1,龙建股份中标海外8.14亿元工程项目,"中证网讯 （600853）3月23日晚间发布公告，近日，公司收到孟加拉共和国政府派拉桥（勒布卡里）建设项目处长办公室的中标通知书。根据中标通知书，公司成为“跨派拉河1470米长派拉桥(勒布卡里桥)，包括巴里萨尔-帕图卡里公路26公里处的引道、护堤和相关工程 (N-8)” 项目的中标人，工程总价为10,222,253,674.26孟加拉塔卡（按2016年3月20日工程中标通知书签发日的计算，折合813,691,392.47元）。该项目工期为33个月。该项目占公司2014年经审计营业收入的14.61%。",4.3514,4.2301,4.1170947813264105,3.881951838549997,4.3522377241028245,1.0,0.0
2016-03-24,神州信息,555,1,神州信息停牌拟筹划重大事项,(000555)3月23日晚间发布公告，公司拟筹划重大事项，涉及股权收购，鉴于相关事项尚存在不确定性，公司股票自2016年3月23日开市起停牌。,28.9305,28.9305,29.2510286858094,27.58238016760224,30.91967720401656,1.0,1.0
2016-03-24,龙建股份,600853,1,龙建股份：收到孟加拉8.14亿元中标通知书,龙建股份：收到孟加拉8.14亿元中标通知书,4.3514,4.2301,4.1170947813264105,3.881951838549997,4.3522377241028245,1.0,0.0
2016-03-24,神州信息,555,1,神州信息停牌拟筹划重大事项,神州信息停牌拟筹划重大事项,28.9305,28.9305,29.2510286858094,27.58238016760224,30.91967720401656,1.0,1.0
2016-03-25,华域汽车,600741,1,华域汽车2015年净利润48亿 拟每10股派8.1元,华域汽车2015年净利润48亿 拟每10股派8.1元,12.4689,12.0793,12.037044689395538,11.662126523251873,12.411962855539205,1.0,0.0
2016-03-25,科达股份,600986,1,科达股份拟32.7亿并购四家公司拓展汽车服务业务,中国证券网讯（记者 严政）3月24日晚间发布重组预案，公司拟以18.85元/股向交易对方发行8841.98万股，并支付现金16.09亿元，合计作价32.76亿元收购爱创天杰、亚海恒业、智阅网络、数字一百四家公司各100%股权；同时拟以19.45元/股非公开发行股份募集配套资金不超过30亿元，用于支付现金对价及补充公司流动资金等。方案显示，爱创天杰主营业务是为、、快速消费品、互联网企业提供品牌与产品市场策略与创意服务、媒体传播创意与执行、社会化媒体、事件营销、区域营销等服务。亚海恒业是一家集会展综合运营、公关活动策划、广告推广及咨询服务为一体的会展综合服务机构，主营业务内容涵盖：展览综合运营管理、公关广告活动策划、设计特装、企业咨询等。此外，智阅网络是一家以新媒体和大数据为核心发展方向的移动互联网信息服务公司，目前主要产品为汽头条APP及汽车蓝瓴大数据工具平台，为客户提供汽车相关的资讯及服务、广告投放、线上线下互动传播推广及大数据信息服务。数字一百是一家以互联网数据为主的信息服务机构，主营业务内容涵盖互联网在线调查、互联网社区、互联网广告监测、移动互联网渠道检查等。经交易各方友好协商，爱创天杰100%股权交易价格为9.52亿元，亚海恒业100%股权交易价格为11.9亿元，智阅网络100%股权交易价格为7.14亿元，数字一百100%股权交易价格为4.2亿元，标的资产交易价格合计为32.76亿元。同时业绩承诺方分别，承诺四家标的公司2016年度、2017年度和2018年度合计产生的净利润分别不低于2.25亿元、2.72亿元和3.29亿元。科达股份表示，此次交易后，公司体内将构建起包含市场调研、线上数字营销、线下展示体验、汽车新媒体等服务在内，以为主要客户的业务平台。此次重组涉及的四家标的公司将在公司前次重组基础上进一步深化行业聚焦战略，专注汽车服务领域，依托上市公司平台进行资源整合，深度发掘各场景的海量数据资源，最终实现从互联网营销到数据服务的战略升级。根据上述交易方案，交易完成后（考虑配套融资），科达集团及其关联方将持有公司15.05%的股权，仍为上市公司控股股东，刘双珉仍为上市公司实际控制人，故此次交易不会导致上市公司实际控制人变更。,14.8091,14.8091,,,,1.0,
2016-03-25,华域汽车,600741,1,华域汽车年报拟10派8.1元 净利同比增长7%,中国证券网讯（记者 严政）3月24日晚间披露年报显示，公司2015年度实现营业收入.20亿元，同比增长23.18%；归属于上市公司股东的净利润47.83亿元，同比增长7.35%；基本每股收益1.852元；并拟向全体股东每10股派现8.1元（含税）。公司表示，2015年面对跌宕起伏的市场形势，公司积极应对，稳中求进，坚持以市场为导向，着力布局海外业务，加紧调整业务结构，加快新兴业务打造，深化精益生产管理，确保经营业绩稳步提升，国际经营能力和技术开发能力得以进一步提升。报告期内，公司顺利完成延锋汽饰件系统有限公司与美国江森自控全球汽车内饰业务重组，成立了由公司控股70%的延锋汽车内饰系统有限公司，致使公司营业收入等相关数据产生较大变化。经营计划方面，公司称，2016年公司将继续加快业务转型升级，聚焦核心业务领域，优化资源配置，以智能驾驶、新能源核心零部件等新兴业务为突破口，进一步扩大自营业务规模；继续加快核心能力建设；继续加快国际经营步伐等。2016年，公司力争实现合并营业收入1135亿元，并在此基础上将营运成本相应控制在980亿元以内。,12.4689,12.0793,12.037044689395538,11.662126523251873,12.411962855539205,1.0,0.0
2016-03-25,科达股份,600986,1,科达股份：拟以32.76亿元对价收购四家公司100%股权,科达股份：拟以32.76亿元对价收购四家公司100%股权,14.8091,14.8091,,,,1.0,
2016-03-28,五粮液,858,1,五粮液：2015年净利润同比增长5.85%拟每10股派现8元,五粮液：2015年净利润同比增长5.85%拟每10股派现8元,25.9332,25.1666,25.38793242291904,24.606357020264102,26.16950782557398,1.0,1.0
2016-03-28,五粮液,858,1,五粮液2015年净利稳步提升 拟10派8元,中国证券网讯（记者 尚海）3月27日晚间披露年报显示，公司2015年度实现营业收入216.59亿元，同比增长3.08%；归属于上市公司股东的净利润61.76亿元，同比增长5.85%；基本每股收益1.627元；并拟向全体股东每10股派现8元（含税）。公司表示，2015年公司实现营业总收入216.59亿元，同比增长3.08%；实现归属于上市公司股东的净利润61.76亿元，同比增长5.85%，系产品收入、销量增长所致；营业成本66.72亿元，较上年57.72亿元增长15.59%，主要系非酒类及中低价位系列酒产品销售比重上升所致；销售费用35.68亿元，较上年43.09亿元下降17.19%，主要系公司采用成本费用预算管控等措施加强管理所致；管理费用21.29亿元，较上年20.47亿元增长3.99%，主要系综合性管理费用略有上升所致；经营活动产生的现金流量净额66.91亿元，较上年7.95亿元大幅增长742.10%，主要系本期加大银行承兑汇票支付比例及银行承兑汇票到期收现增加所致；公司酒类产品销售量13.74万吨，较上年11.89万吨增长15.57%，主要系中低价位产品销量增加所致。,25.9332,25.1666,25.38793242291904,24.606357020264102,26.16950782557398,1.0,1.0
2016-03-29,力星股份,300421,0,力星股份遭股东大宗交易减持200万股,力星股份遭股东大宗交易减持200万股,14.4344,15.1566,15.179750642785425,14.289752345755632,16.06974893981522,0.0,1.0
2016-03-29,皖通科技,2331,0,皖通科技遭实控人减持360万股,皖通科技遭实控人减持360万股,13.509,14.1452,14.215561529094536,13.259919740650759,15.171203317538314,0.0,1.0
2016-03-29,力星股份,300421,0,力星股份股东刘定妹减持200万股,中国证券网讯（记者 陈天弋）力星股份3月28日晚间公告，股东刘定妹通过大宗交易，于3月25日减持公司200万股，占公司总股本1.79%，减持均价每股28.17元。减持后，刘定妹持有公司股份为500万股，占公司总股本的4.46%。,14.4344,15.1566,15.179750642785425,14.289752345755632,16.06974893981522,0.0,1.0
2016-03-29,皖通科技,2331,0,皖通科技实控人杨世宁减持360万股,"中证网讯 （002331）3月28日晚间公告表示，公司于2016年3月28日收到公司实际控制人之一杨世宁减持公司股份的通知，2016年3月25日杨世宁通过深圳证券交易所大宗交易系统合计减持公司无限售条件的流通股份3,600,000股，占截至本公告日公司总股本的1.23%。自2013年8月13日披露《安徽皖通科技股份有限公司简式权益变动报告书》至今，杨世宁累计减持公司股份3,600,000股，占截至本公告日公司总股本的1.23%；杨世宁及其一致行动人累计减持公司股份12,700,000股，占截至本公告日公司总股本的4.35%。（申玉彬）",13.509,14.1452,14.215561529094536,13.259919740650759,15.171203317538314,0.0,1.0
2016-03-30,朗玛信息,300288,0,朗玛信息因综合考虑 终止10亿元定增计划,中国经济网北京3月30日讯 （300288）昨日晚间发布公告称，公司决定终止约10亿元的定增计划。公告显示，2015年3月，朗玛信息披露定增方案，公司拟向自然人王伟、吴镇发以及上海宏流投资管理有限公司，非公开发行631.47万股，募资总额约10亿元，其中1.1亿元用于基于可穿戴与便携设备的健康管理服务平台建设项目，9000万元用于药品服务O2O平台建设项目，剩余募集资金全部用于补充流动资金。此番定增终止，公司解释称，鉴于披露定增方案以来，公司互联网+医疗的业务规划与布局深度演化，我国资本市场环境亦发生较大变化，综合考虑公司业务发展规划和经营情况、资本市场环境、融资时机等因素，通过与发行对象、保荐机构等多方反复沟通，经审慎研究，公司决定终止本次非公开发行股票事项。窗体底端,37.858,35.8895,34.67827065281755,31.581646809516663,37.774894496118435,1.0,0.0
2016-03-30,朗玛信息,300288,0,朗玛信息终止10亿元定增事项,"中国证券网讯（记者 陈天弋）公告，公司3月29日召开的第二届董事会第十六次会议审议通过了《关于终止公司非公开发行股票事项的议案》。鉴于公司披露非公开发行股票方案以来，公司互联网+医疗的业务规划与布局深度演化，我国资本市场环境亦发生较大变化，综合考虑公司业务发展规划和经营情况、资本市场环境、融资时机等因素，通过与发行对象、保荐机构等多方反复沟通，经审慎研究，公司决定终止本次非公开发行股票事项。公司于2015年3月20日召开的第二届董事会第九次会议及2015年4月10日召开的公司2014年度股东大会审议通过了公司非公开发行股票事项的相关议案，公司拟向自然人王伟、吴镇发以及上海宏流投资管理有限公司3名特定投资者非公开发行6,314,710股，募集资金总额999,997,476元。公司非公开发行股票的募集资金拟扣除发行费用后，11,000万元用于基于可穿戴与便携设备的健康管理服务平台建设项目，9,000万元用于药品服务O2O平台建设项目，剩余募集资金用于补充流动资金。",37.858,35.8895,34.67827065281755,31.581646809516663,37.774894496118435,1.0,0.0
2016-03-30,朗玛信息,300288,0,朗玛信息终止10亿元定增事项,朗玛信息终止10亿元定增事项,37.858,35.8895,34.67827065281755,31.581646809516663,37.774894496118435,1.0,0.0
2016-03-31,美的集团,333,1,美的集团：与东芝深化战略合作拟收购东芝家电80.1%股权,美的集团：与东芝深化战略合作拟收购东芝家电80.1%股权,18.337,18.1468,18.265297469883045,17.67624139000312,18.85435354976297,1.0,1.0
2016-03-31,美的集团,333,1,美的集团与东芝深化战略合作 拟购东芝家电80.1%股权,"中国证券网讯（记者 严政）美的集团3月30日晚间公告称，公司已与东芝株式会社（简称“东芝”）签署战略合作备忘录，同意借助双方的互补优势和资源，进一步深化战略合作，在家电及其它新领域共同探索与开拓新的增长机遇。作为深化战略合作关系的一项举措，美的与东芝签署了一份股权转让协议，美的将以约537亿（约合4.73亿）收购东芝家电业务的主体“东芝生活电器株式会社”（简称“东芝家电”）80.1%股权，东芝保留19.9%的股权，同时美的将获得40年的东芝品牌的全球授权及超过5千项与白色家电相关的专利。公司预计最早在2016年6月可完成本次交易。同时，东芝家电将会继续开发、制造和销售东芝品牌的白色家电，包括冰箱、洗衣机、吸尘器以及其他小家电，美的也将在品牌、技术、和员工方面进行持续投入，以充分挖掘东芝家电业务的潜力。东芝家电业务主要包含洗衣机、吸尘器、家用空调、冰箱和厨电产品等五大业务板块，为消费者提供领先的家用电器产品及其相关配套服务。2014年东芝主要家电产品销量约850万台, 其中冰箱230万台、洗衣机258万台、吸尘器165万台、家用空调65万台、厨电135万台。2014财年东芝家电销售的非白电产品约16亿美元。美的集团表示，公司与东芝在多个领域已有长达20多年的成功合作历史，双方良好的互信与认同，成为本次战略合作的基础。此次合作是美的落实全球经营的重要战略步骤，通过与东芝的优势互补与协同，将在品牌、技术、渠道及生产制造等方面有力提升美的的全球影响力与综合竞争实力。",18.337,18.1468,18.265297469883045,17.67624139000312,18.85435354976297,1.0,1.0
2016-04-01,中工国际,2051,1,中工国际与沙特轮胎厂签1.78亿美元重大合同,(002051)3月31日晚间公告，公司与沙特高级轮胎厂(Advanced Tyre Factory)签署了沙特高级轮胎厂项目商务合同，合同金额为 1.78亿美元，约合11.57万元人民币，为公司2015年营业总收入的14.24%。　　该项目位于沙特延布皇家委员会工业园区，项目内容为建设一座年产180万条子午线乘用和轻卡汽车轮胎的现代化工厂，合同工期为33.5个月。,14.7912,14.7461,14.749111680921994,13.957066240884865,15.54115712095912,1.0,1.0
2016-04-01,东方网络,2175,0,东方网络遭股东减持近800万股,东方网络遭股东减持近800万股,19.3196,19.8914,19.30575335955495,17.686295823458376,20.92521089565152,0.0,0.0
2016-04-01,东方网络,2175,0,东方网络股东上海圣熙减持近800万股,"中国证券网讯（记者 陈天弋）东方网络3月31日晚间公告，上海圣熙投资发展有限公司因资产管理计划合同到期的原因，担任投资顾问的产品分别于2月18日、3月30日通过大宗交易系统合计减持公司799.84万股，占公司总股本的3.47%。减持后，上海圣熙一致行动人合计持有公司10,961,321股，约占公司总股本的4.75%。",19.3196,19.8914,19.30575335955495,17.686295823458376,20.92521089565152,0.0,0.0
2016-04-01,中工国际,2051,1,中工国际：与沙特高级轮胎签署1.78亿美元商务合同,中工国际：与沙特高级轮胎签署1.78亿美元商务合同,14.7912,14.7461,14.749111680921994,13.957066240884865,15.54115712095912,1.0,1.0
